rfid	soc_totalti_max	soc_totalti_16_5	soc_totalti_13_5	soc_totalti_10_5	soc_totalti_7_5	soc_totalti_4_5	soc_totalti_1_5	soc_totalti	soc_totalrf	soc_totalrs_max	soc_totalrs_16_5	soc_totalrs_13_5	soc_totalrs_10_5	soc_totalrs_7_5	soc_totalrs_4_5	soc_totalrs_1_5	soc_totalrs	soc_opconti_max	soc_opconti_16_5	soc_opconti_13_5	soc_opconti_10_5	soc_opconti_7_5	soc_opconti_4_5	soc_opconti_1_5	soc_opconti	soc_opconrf	soc_opconrs_max	soc_opconrs_16_5	soc_opconrs_13_5	soc_opconrs_10_5	soc_opconrs_7_5	soc_opconrs_4_5	soc_opconrs_1_5	soc_opconrfq	soc_opconrs	soc_midconti_max	soc_midconti_16_5	soc_midconti_13_5	soc_midconti_10_5	soc_midconti_7_5	soc_midconti_4_5	soc_midconti_1_5	soc_midconti	soc_midconrf	soc_midconrs_max	soc_midconrs_16_5	soc_midconrs_13_5	soc_midconrs_10_5	soc_midconrs_7_5	soc_midconrs_4_5	soc_midconrs_1_5	soc_midconrfq	soc_midconrs	soc_socialti_max	soc_socialti_16_5	soc_socialti_13_5	soc_socialti_10_5	soc_socialti_7_5	soc_socialti_4_5	soc_socialti_1_5	soc_socialti	soc_socialrf	soc_socialrs_max	soc_socialrs_16_5	soc_socialrs_13_5	soc_socialrs_10_5	soc_socialrs_7_5	soc_socialrs_4_5	soc_socialrs_1_5	soc_socialrfq	soc_socialrs	soc_age	soc_box_id
0007D3DF97	11973	5838	5237	3493	11973	11032	8615	46188	99	175	109	54	106	96	89	175	629	5713	515	3661	921	5713	3654	4212	18676	36	51	43	35	51	22	34	43	0.362480127	228	2877	1773	763	735	2877	1500	1699	9347	28	72	5	4	39	29	34	72	0.290937997	183	5878	3550	813	1837	3383	5878	2704	18165	35	61	61	15	16	45	21	60	0.346581876	218	57	S8
0007D3E10A	7578	178	7578	2518	5224	3511	5544	24553	58	110	6	11	12	76	110	70	285	1976	98	999	955	1976	1632	1271	6931	19	34	1	3	4	17	34	21	0.280701754	80	3213	80	1340	1339	1269	300	3213	7541	21	40	1	2	5	26	40	22	0.336842105	96	5239		5239	224	1979	1579	1060	10081	18	36	4	6	3	33	36	27	0.38245614	109	57	S7
0007D3E152																																																																									
0007D3E1D6	9983	6393	4658	9983	6234	6350	5782	39400	64	103	16	12	22	17	62	103	232	4391	2728	1090	4391	849	2376	1394	12828	21	30	13	2	9	5	27	30	0.370689655	86	3280	132	133	1400	871	1408	3280	7224	21	26	1	2	5	4	17	26	0.237068966	55	4514	3533	3435	4192	4514	2566	1108	19348	22	47	2	8	8	8	18	47	0.392241379	91	66	S1
0007D47C55																																																																									
0007D47CBA																																																																									
0007D47E21	19870	2970	4549	19870	10240	10918	11570	60117	84	112	45	27	33	53	83	112	353	6323	1226	2182	6323	843	2339	3856	16769	27	35	8	10	4	14	35	35	0.300283286	106	3669	349	407	1320	2483	3669	924	9152	26	21	2	3	14	7	7	21	0.152974504	54	12227	1395	1960	12227	6914	4910	6790	34196	31	56	35	14	15	32	41	56	0.54674221	193	58	S2
0007D47E5B	8148	3363	8148	5487	6038	5945	7803	36784	94	144	33	55	49	82	144	99	462	3260	2434	3260	2475	3161	1566	2292	15188	32	69	19	29	10	47	69	25	0.430735931	199	1669	54	1669	539	1403	856	1531	6342	30	33	2	14	24	26	33	26	0.270562771	125	3980	875	3219	2473	1184	3523	3980	15254	32	48	12	12	15	9	42	48	0.298701299	138	67	S6
0007D47EF1	11480	5059	5261	6856	8751	11480	9363	46770	78	122	17	35	22	33	89	122	318	4840	1912	2035	1477	3446	4585	4840	20553	27	52	13	14	7	13	22	52	0.380503145	121	2406		492	2312	1963	2406	720	8759	24	42	1	5	6	9	39	42	0.012578616	102	3803	3147	476	3067	3342	3623	3803	17458	27	28	3	16	9	11	28	28	0.298742138	95	66	S2
0007D4815A	12081	2186	7133	8471	12081	10044	7729	47644	68	114	19	35	56	114	36	99	359	5423	425	5423	2485	3146	3094	1452	16025	23	63	5	3	3	63	11	26	0.309192201	111	3573	817	491	974	3573	800	1860	8515	21	33	1	2	3	13	4	33	0.155988858	56	6150	944	1219	5012	5362	6150	4417	23104	24	50	13	30	50	38	21	40	0.534818942	192	56	S2
0007D48223	13576	13576	3919	5682	5548	10931	8587	48243	63	104	35	17	23	35	47	104	261	4415	2028	2368	3271	653	4415	1801	14536	23	36	7	7	17	6	20	36	0.356321839	93	2935	627	960	2387	2338	2059	2935	11306	19	32	10	2	3	11	4	32	0.237547893	62	10921	10921	591	24	2557	4457	3851	22401	21	36	18	8	3	18	23	36	0.406130268	106	71	S4
0007D482CE	7323	3942	3765	1278	3388	7323	6923	26926	53	73	14	34	73	37	50	66	274	2466	338	409	156	633	2466	1465	5774	17	32	1	32	2	7	7	28	0.281021898	77	1832	1832		977	391	1140	1335	5675	17	65	8	0	65	2	6	18	0.361313869	99	4123	1772	3356	145	2364	3717	4123	15477	19	37	5	2	6	28	37	20	0.357664234	98	66	S8
0007D48383																																																																									
0007D483A3	7585	1225	3513	3077	4722	7141	7585	28474	57	133	14	9	40	7	133	77	280	4106		61	1670	587	2370	4106	8794	18	94	0	4	20	2	94	34	0.55	154	1227		205	421	1210	1227	1136	4199	16	18	0	1	2	3	18	13	0.132142857	37	3544	1225	3247	986	2925	3544	2343	15481	23	30	14	4	18	2	21	30	0.317857143	89	60	S8
0007D48447																																																																									
0007D484B3	14555	3739	13137	14039	14555	11636	9521	66627	84	95	22	44	49	53	75	95	338	3242	950	1876	1663	2278	3242	2604	12613	23	27	7	10	7	13	18	27	0.24260355	82	4843	684	4843	3665	2487	4068	1689	17436	31	24	3	21	21	19	19	24	0.316568047	107	9790	2105	6418	8711	9790	4326	5228	36578	30	44	12	13	21	21	38	44	0.440828402	149	68	S2
0007D484CA	8559	6944	4517	4784	8559	6548	6769	38121	93	200	64	30	37	34	68	200	433	2421	1655	394	1304	1232	2421	1107	8113	25	40	4	7	15	9	19	40	0.217090069	94	2674	2674	1301	681	1776	849	1616	8897	31	44	25	14	11	10	15	44	0.27482679	119	5551	2615	2822	2799	5551	3278	4046	21111	37	116	35	9	11	15	34	116	0.508083141	220	57	S5
0007D487F8																																																																									
0007D488AE																																																																									
0007D48AF7																																																																									
0007D48BCB																																																																									
0007D48D74	16854	10564	9994	16854	16051	8963	12860	75286	92	158	64	68	59	129	158	145	623	6346	3689	3938	6346	4503	3486	3324	25286	28	51	26	46	19	28	25	51	0.313001605	195	4469	1335	3668	2560	1858	4469	3267	17157	33	57	3	3	6	14	15	57	0.157303371	98	9690	5540	2388	7948	9690	1008	6269	32843	31	118	35	19	34	87	118	37	0.529695024	330	60	S5
0007D48F8B	17523	8826	16699	16475	10136	17523	6132	75791	64	164	25	15	55	126	164	139	524	3701	3701	128	1260	1292	2684	1186	10251	16	57	7	2	9	57	25	25	0.238549618	125	3018	568	1244	2056	2082	3018	1163	10131	20	15	2	4	4	10	7	15	0.080152672	42	15327	4557	15327	13159	6762	11821	3783	55409	28	132	16	9	42	59	132	99	0.68129771	357	58	S3
0007D5B804																																																																									
0007D5FEB1	18451	6362	8792	10034	11527	18451	6557	61723	83	108	34	68	18	44	48	108	320	5966	276	2634	3004	1158	5966	2178	15216	28	33	5	13	4	5	15	33	0.234375	75	2190	1054	777	2128	2190	1893	1630	9672	25	19	8	14	3	11	13	19	0.2125	68	10592	5032	5381	4902	8179	10592	2749	36835	30	56	21	41	11	28	20	56	0.553125	177	69	S6
0007D6010C																																																																									
0007D604D8	12866	4175	9242	5009	7136	12866	9965	48393	65	182	31	23	24	26	71	182	357	5977	885	5977	975	2685	2388	2498	16860	26	48	4	18	9	5	24	48	0.302521008	108	3207	1298	231	2638	1403	3207	1131	9908	14	48	3	2	3	7	30	48	0.008403361	93	6336	1992	3034	1396	3048	5819	6336	21625	25	86	24	3	12	14	17	86	0.43697479	156	72	S3
0007D60531																																																																									
0007D60A6C																																																																									
0007D60C71	7733	7733	6672	2048	5476	7685	4030	33644	62	115	27	9	20	84	35	115	290	3775	3775	301	753	1617	700	877	9398	21	22	22	1	3	13	14	15	0.234482759	68	1242	525	1242	43	1022	910	330	4072	14	19	1	2	2	4	2	19	0.103448276	30	5129	3433	5129	1252	2837	4700	2823	20174	27	81	4	6	15	67	19	81	0.662068966	192	69	S5
0007D60E41	16206	11241	8770	13587	14462	16206	9111	73377	75	75	41	33	38	54	54	75	295	9333	6491	8770	9333	4162	6811	2667	38234	34	34	33	33	21	17	14	34	0.515254237	152	3982	2446		233	3982	1986	3700	12347	21	31	5	0	1	31	22	25	0.006779661	84	7409	2304		4021	6318	7409	2744	22796	20	18	3	0	16	6	18	16	0.2	59	72	S5
0007D61259																																																																									
0007D61474																																																																									
0007D61535	10711	10390	8561	10711	2190	10287	9203	51342	46	48	7	6	38	30	48	47	176	6233	6233		5377	1707	2934	1366	17617	12	21	2	0	21	16	18	9	0.375	66	3181	605	2872	3181	166	1492	907	9223	16	17	1	1	15	2	15	17	0.289772727	51	6930	3552	5689	2153	317	5861	6930	24502	18	21	4	5	2	12	15	21	0.335227273	59	57	S6
0007D63DA9	10132	3515	1379	8795	7847	10132	9120	40788	81	115	87	7	46	43	88	115	386	3299	1364	1298	496	2061	2324	3299	10842	26	32	30	4	15	8	27	32	0.300518135	116	3887	747	41	1902	2443	3887	2323	11343	27	32	8	2	9	17	32	30	0.25388601	98	6397	1404	40	6397	3343	3921	3498	18603	28	53	49	1	22	18	29	53	0.445595855	172	58	S7
0007D6432C	18213	7047	18213	13023	10730	9484	7374	65871	77	81	12	30	38	54	81	79	294	5760	1210	5760	2127	4187	2118	587	15989	25	29	1	11	13	25	21	29	0.340136054	100	1770	546	351	595	1770	997	1136	5395	21	24	2	7	7	19	24	18	0.261904762	77	12102	5291	12102	10301	4773	6369	5651	44487	31	36	9	12	18	10	36	32	0.397959184	117	58	S6
CC1DCD17A6	14079	7118	14079	3426	8212	4657	5505	42997	94	150	150	65	57	96	127	106	601	3302	3302	3278	1481	2543	695	1879	13178	29	86	86	5	8	16	24	28	0.277870216	167	2817	880	2817	722	971	695	1583	7668	31	30	4	7	15	17	17	30	0.149750416	90	7984	2936	7984	1223	4698	3267	2043	22151	34	86	60	53	34	63	86	48	0.572379368	344	74	S1
CC1DCD1764	10929	4671	375	5132	6814	10929	7383	35304	59	80	37	13	31	26	80	78	265	3921	46	67	2351	1504	3717	3921	11606	18	29	6	1	4	6	29	24	0.264150943	70	3130	507		2433	1995	3130	1149	9214	21	17	2	0	3	15	15	17	0.196226415	52	4118	4118	308	348	3315	4082	2313	14484	20	37	29	12	24	5	36	37	0.539622642	143	75	S1
CC1DCD1776	9310	6249	6851	6692	9310	4524	4454	38080	60	71	11	5	57	55	24	71	223	4581	4581	402	3779	2726	2472	1320	15280	25	29	6	2	4	7	10	29	0.260089686	58	3838	392	1927	2393	3838	1966	1315	11831	16	39	4	1	31	39	7	19	0.013452915	101	4522	1276	4522	520	2746	86	1819	10969	19	23	1	2	22	9	7	23	0.286995516	64	71	S2
CC1DCD176C	12763	8098	9098	10348	12763	11377	5930	57614	82	131	40	26	56	31	83	131	367	5596	5596	1668	2907	2000	3351	1473	16995	29	33	33	7	5	9	16	30	0.272479564	100	7842	2159	2830	690	7842	868	2008	16397	25	32	2	4	4	16	16	32	0.201634877	74	7158	343	4600	6751	2921	7158	2449	24222	28	69	5	15	47	6	51	69	0.525885559	193	72	S2
CC1DCD1769	6812	6812	1908	4102	3160	4465	4762	25209	53	46	24	3	11	36	32	46	152	2499	2499		722	827	1417	1073	6538	14	25	11	0	6	25	8	18	0.447368421	68	2016	758		615	1061	1066	2016	5516	20	13	3	1	2	8	6	13	0.217105263	33	3555	3555	1908	2765	1272	1982	1673	13155	19	18	10	2	3	3	18	15	0.335526316	51	74	S3
CC1DCD1762	7607	7607	5539	2866	6614	4857	3815	31997	66	103	28	36	7	48	103	75	297	2743	607	1081	6	1549	2743	950	6936	20	16	2	5	2	4	9	16	0.127946128	38	2623	2623	332	182	750	1342	1117	6346	21	24	3	1	2	3	20	24	0.178451178	53	4377	4377	4126	2678	4315	772	1748	18715	25	74	23	30	3	41	74	35	0.693602694	206	72	S3
CC1DCD1792	12947	314	875	8949	4003	12947	2213	29595	40	78	2	3	22	16	41	78	162	5503		204	2105	542	5503	1568	9922	15	17	0	1	14	3	10	17	0.277777778	45	5181	314		5181	344	3411	645	10189	15	25	2	1	5	11	15	25	0.012345679	59	4033		671	1663	3117	4033		9484	10	36	0	1	3	2	16	36	0.358024691	58	73	S4
CC1DCD1750	16026	3473	493	4387	9989	16026	7471	41839	48	39	1	5	12	27	26	39	110	7649	3473	55	1043	7649	2597	2388	17205	18	12	1	3	8	12	9	12	0.409090909	45	5092			299	452	5092	2039	7882	14	15	0	0	2	4	8	15	0.263636364	29	8337		438	3045	1888	8337	3044	16752	16	12	0	2	2	11	9	12	0.327272727	36	75	S4
CC1DCD1784	10237	615	10237	5480	6395	4901	4570	32198	48	89	2	11	12	38	89	73	225	4464	308	4464	2862	2782	1064	1595	13075	17	62	1	3	7	9	62	18	0.444444444	100	1559			1460	1559	942	727	4688	13	17	0	4	2	4	3	17	0.133333333	30	5773	307	5773	1158	2054	2895	2248	14435	18	38	1	4	3	25	24	38	0.422222222	95	71	S5
CC1DCD1781	8163	3237	2203	5664	6157	8163	7180	33270	72	150	16	9	20	78	150	140	413	3145	63	514	3120	3145	1409	874	9791	22	88	3	3	5	50	88	51	0.484261501	200	3722	407	605	398	472	3722	1579	7183	20	32	2	1	2	10	13	32	0.14527845	60	4727	2767	1084	2146	2540	3032	4727	16296	30	57	11	5	13	18	49	57	0.370460048	153	70	S5
CC1DCD178D	12157	7573	2348	6239	11622	12157	9970	49909	65	255	72	47	113	84	142	255	713	4228	771	1550	4013	4072	4228	4015	18649	26	37	34	17	25	20	15	37	0.207573633	148	4386	2052	146	535	4386	1073	1365	9557	20	42	2	1	5	6	9	42	0.091164095	65	6856	4750	652	1691	3164	6856	4590	21703	19	176	36	29	83	58	118	176	0.701262272	500	69	S6
CC1DCD1790	8827	6053	5733	3759	995	8827	5438	32773	57	84	9	5	39	16	64	84	217	1852	583	449	1348	157	1555	1852	5944	17	20	1	1	3	6	20	19	0.230414747	50	5002	1856	5002	54	502	1604	822	9840	15	27	4	3	7	4	22	27	0.00921659	67	5668	3614	282	2357	336	5668	2764	16989	25	38	4	1	29	6	22	38	0.460829493	100	71	S6
CC1DCD176B	4804	10	155	1253	3554	2931	4804	12839	42	102	1	4	15	29	49	102	200	2664			458	2664	1192	2249	6563	10	47	0	0	2	6	27	47	0.41	82	1316		137	639	675	1316	1306	4073	12	30	0	2	1	15	11	30	0.295	59	1249	10	18	156	215	423	1249	2203	20	25	1	2	12	8	11	25	0.295	59	69	S7
CC1DCD176A	9261	2838	1211	5092	4447	9261	5103	27952	62	203	23	14	76	37	51	203	404	3492	267	163	983	1216	3492	548	6669	21	30	2	11	30	8	23	20	0.232673267	94	1653		427	1383	1653	944	1274	5681	14	113	14	2	3	12	9	113	0.378712871	153	4825	2571	621	2726	1578	4825	3281	15602	27	70	7	1	43	17	19	70	0.388613861	157	70	S7
CC1DCD176E	6130	1308	3991	4533	3810	6041	6130	25813	53	94	4	7	16	14	39	94	174	1841	18	24	1841	945	885	1799	5512	18	19	1	1	4	1	14	19	0.229885057	40	3248	147	3248	307	1011	1677	1599	7989	19	46	1	3	2	11	8	46	0.408045977	71	3479	1143	719	2385	1854	3479	2732	12312	16	29	2	3	10	2	17	29	0.362068966	63	71	S8
CC1DCD1771	13295	11035	7426	6312	6724	13295	6492	51284	99	155	27	68	66	100	94	155	510	4120	1025	4120	2608	2891	3999	1823	16466	41	31	9	21	14	26	31	31	0.258823529	132	5454	5384	2133	2622	364	5454	2942	21610	28	79	8	25	39	37	28	79	0.003921569	216	3842	1915	1173	1082	3469	3842	1727	13208	30	45	10	22	13	37	35	45	0.317647059	162	71	S8
CC1DCD174A	9304		9304	8227	2496	5592	6777	32396	61	100	0	55	21	24	69	100	269	3646		3104	3360	926	3646	3088	14124	19	46	0	24	3	10	42	46	0.464684015	125	2484		1476	2484	1055	1104	1396	7515	24	29	0	7	5	5	12	29	0.215613383	58	4724		4724	2383	515	842	2293	10757	18	25	0	24	13	9	15	25	0.319702602	86	70	S1
CC1DCD178C	11136	5375	2728	11136	2478	4343	7148	33208	59	79	10	10	79	23	54	31	207	3123	2760	1290	3123	838	1185	641	9837	20	28	3	3	8	12	28	10	0.309178744	64	2511	714	1286	2511	600	1545	1157	7813	16	14	5	4	3	4	14	7	0.178743961	37	5502	1901	152	5502	1040	1613	5350	15558	23	68	2	3	68	7	12	14	0.512077295	106	72	S1
CC1DCD1779	12883	5414	2657	2655	6688	12883	2971	33384	47	59	2	3	4	29	20	59	117	6547	3894		1981	1429	6547	1501	16177	16	18	1	0	2	11	8	18	0.341880342	40	2848	1520	1832	674	624	2848	530	8028	13	18	1	3	1	11	6	18	0.341880342	40	4635				4635	3488	940	9179	18	23	0	0	1	7	6	23	0.316239316	37	67	S2
CC1DCD1756	14862	2917	8766	14862	7353	8521	4508	46927	73	69	13	25	17	55	44	69	223	5126	2611	4863	4220	2175	5126	748	19743	22	32	6	10	4	14	23	32	0.399103139	89	3013	306	943	2106	2068	1210	3013	9646	32	17	7	8	6	17	11	17	0.295964126	66	8536		2960	8536	3110	2185	747	17538	19	24	0	7	7	24	10	20	0.304932735	68	69	S2
CC1DCD1794	9214	8255	3866	9214	2423	5759	6707	36224	66	89	51	46	11	44	42	89	283	4948	4948	1650	4010		2622	3451	16681	25	39	11	39	4	10	16	27	0.378091873	107	1905	1379	455	1438	1767	1088	1905	8032	22	23	3	4	4	10	15	23	0.208480565	59	3766	1928	1761	3766	656	2049	1351	11511	19	39	37	3	3	24	11	39	0.413427562	117	68	S3
CC1DCD177B	12828	1320	4001	12455	6421	12828	5904	45022	60	57	23	57	26	31	56	54	247	3215		1693	3215	1268	2005	2316	12590	19	22	1	15	7	9	14	22	0.275303644	68	1320	1320		570	1305	450	780	4425	17	19	10	0	2	6	19	14	0.016194332	51	10373		2308	8670	3848	10373	2808	28007	24	42	12	42	17	16	23	18	0.518218623	128	68	S3
CC1DCD17A1	15754	7854	9760	5973	11323	15754	2643	53307	66	130	8	102	41	66	130	90	437	6869	2171	145	2297	6247	6869	696	18425	24	98	3	77	22	42	98	31	0.624713959	273	5000		5000	869	3408	2804	1189	13270	18	31	1	12	11	12	26	31	0.009153318	93	5683	5683	4615	2807	1668	3626	758	21612	24	28	4	13	8	12	6	28	0.162471396	71	67	S4
